"Qual é o princípio fundamental que permite a transmissão de forças em sistemas hidráulicos?","Princípio de Bernoulli","Princípio de Pascal","Princípio de Arquimedes","Princípio de Venturi","B"
"Qual das seguintes NÃO é uma função do óleo lubrificante nos equipamentos?","Reduzir atrito","Remover calor","Aumentar a viscosidade","Proteger contra oxidação","C"
"Qual das seguintes NÃO é tipicamente uma permissiva de partida de máquinas?","Temperatura mínima do óleo de lubrificação","Nível mínimo do rundown tanque","Pressão do óleo de lubrificação","Temperatura máxima do ambiente","D"
"O que é o head hidráulico de uma bomba?","A pressão máxima que a bomba pode gerar","A energia fornecida por unidade de peso, expressa em metros","A vazão máxima da bomba","A potência consumida pela bomba","B"
"Em um sistema hidráulico, qual é a principal vantagem em relação à transmissão mecânica convencional?","Menor consumo de energia","Baixa relação peso/potência","Maior durabilidade dos componentes","Facilidade de manutenção","B"
"Em relação à classificação NAS 1638 de limpeza hidráulica, qual critério determina a classe final do fluido?","A média de todas as faixas","A menor classe encontrada","A maior classe encontrada","A faixa de partículas menores","C"
"Qual é a principal função de um sistema hidráulico?","Transmitir e controlar energia por meio de um fluido","Aquecer o fluido para transferência de calor","Armazenar energia potencial em molas","Lubrificar componentes mecânicos","A"
"De acordo com o princípio de Bernoulli, em um trecho horizontal com diâmetro reduzido, a velocidade aumenta. O que ocorre com a pressão?","Aumenta proporcionalmente à velocidade","Permanece constante","Varia apenas com a rugosidade","Diminui devido à conservação da energia","D"
"Qual é o limite máximo recomendado de contaminação com água no óleo lubrificante?","200 ppm","400 ppm","600 ppm","800 ppm","B"
"Segundo o Princípio de Pascal, como a pressão aplicada em um fluido confinado se propaga?","Apenas na direção vertical","Apenas na direção da aplicação da força","Uniformemente em todas as direções","Proporcionalmente à distância","C"
"A norma API 614 recomenda o uso de aço inox austenítico para tubulações de óleo lubrificante. Qual é a principal razão para essa escolha?","Menor custo em relação ao aço carbono","Melhor condutividade térmica para troca de calor","Facilidade de soldagem em campo","Maior resistência à corrosão e menor risco de contaminação do óleo","D"
"Em um sistema hidráulico, um pistão com área de 2 cm² aplica uma força de 100 N. Qual a força resultante em um pistão com área de 50 cm², desprezando perdas?","2500 N","250 N","1000 N","5000 N","A"
"Qual é a velocidade de fluxo recomendada para linhas de retorno de óleo?","0,15 a 0,3 m/s","1 a 1,5 m/s","1,5 a 3 m/s","3 a 5 m/s","A"
"Qual é a espessura típica do filme de óleo em mancais de deslizamento hidrodinâmicos?","5 a 8 µm","10 a 15 µm","20 a 25 µm","30 a 35 µm","B"
"Qual deve ser a dimensão mínima das bocas de visita dos reservatórios de óleo?","400mm x 400mm","500mm x 500mm","600mm x 600mm ou 600mm de diâmetro","800mm x 800mm","C"
"Durante o procedimento de flushing com óleo de sacrifício, os mancais são normalmente by-passados. Por quê?","Para aumentar a vazão de flushing","Para permitir a limpeza dos mancais separadamente","Para economizar óleo de sacrifício","Para proteger os mancais de possíveis danos causados por contaminantes","D"
"O que caracteriza uma válvula direcional em sistemas hidráulicos?","Controla apenas a pressão do fluido","Controla a trajetória do fluido nos circuitos","Regula a temperatura do óleo","Filtra as impurezas do sistema","B"
"A presença de água no óleo lubrificante é indesejável porque:","Provoca corrosão e reduz a capacidade de lubrificação","Aumenta a viscosidade do óleo","Melhora a resistência à oxidação","Facilita a formação de filme lubrificante","A"
"Qual é a eficiência mínima de filtragem requerida para partículas de 10 µm?","75%","80%","90%","99%","C"
"Em um sistema de lubrificação, os trocadores de calor são normalmente instalados antes dos filtros. Qual a principal razão para essa sequência?","Para aquecer o óleo, reduzindo a viscosidade e facilitando a filtração","Para evitar a contaminação dos trocadores por partículas","Para permitir a troca de calor com o óleo sujo","Para resfriar o óleo, protegendo os elementos filtrantes de altas temperaturas","D"
"No cálculo da espessura de parede de tubulações conforme ASME B31.3, o fator de qualidade de junta soldada (E) é utilizado para:","Levar em conta a redução de resistência causada pela solda","Corrigir a tensão admissível devido à temperatura","Ajustar para a pressão externa","Considerar a tolerância de corrosão","A"
"Qual das seguintes é uma limitação dos sistemas hidráulicos?","Impossibilidade de transmitir grandes forças","Dependência da temperatura do fluido","Dificuldade de controle de velocidade","Excesso de peso dos componentes","B"
"Por que juntas de expansão são consideradas uma solução de último recurso para absorver dilatações térmicas?","Porque são mais caras que loops","Porque não suportam altas pressões","Porque exigem manutenção frequente","Porque introduzem pontos fracos na tubulação","D"
"Em reservatórios de óleo lubrificante, a instalação de defletores (chicanas) tem a finalidade de:","Maximizar o tempo de residência e evitar a recirculação direta","Aumentar a turbulência para misturar o óleo","Separar a água do óleo por centrifugação","Facilitar a drenagem do fundo","A"
"Qual é a temperatura máxima recomendada para o óleo em sistemas de lubrificação com permutadores?","30ºC","40ºC","50ºC","60ºC","C"
"Qual é a perda de carga máxima permitida nos filtros quando limpos, incluindo válvulas de transferência?","0,15 bar","0,25 bar","0,35 bar","0,50 bar","C"
"Durante uma análise de flexibilidade, um sistema de tubulação com diâmetro externo de 150 mm, comprimento total de 30 m entre ancoragens, distância reta de 20 m, e dilatação total de 60 mm. Considerando K1=208, de acordo com a regra simplificada do ASME B31.3, é necessária uma análise detalhada?","Sim, pois o valor calculado é 225","Não, pois o valor calculado é 135","Sim, pois o valor calculado é 270","Não, pois o valor calculado é 90","D"
"Um filtro com β10 = 75 significa que:","A eficiência de filtragem para partículas >10 µm é de 98,7%","A eficiência é de 75%","A cada 75 partículas que entram, uma sai","A perda de carga é de 75 bar","A"
"Qual é a função principal do procedimento de flushing oil?","Aumentar a viscosidade do óleo","Executar e certificar a limpeza dos componentes antes da operação","Resfriar o sistema durante a partida","Lubrificar os mancais na partida","B"
"Qual é a faixa de limpeza hidráulica ISO 4406 recomendada para sistemas servo-hidráulicos de válvulas especiais?","19/16/13","16/14/11","15/13/10","14/12/9","C"
"Em uma turbina a vapor, o sistema de trip é acionado por diversos parâmetros. Qual dos seguintes é um exemplo de parâmetro que causa trip?","Alta temperatura do óleo de retorno","Nível baixo do reservatório","Vibração dentro da faixa normal","Baixa pressão de óleo lubrificante","D"
"Uma bomba de deslocamento positivo opera com uma válvula de alívio ajustada para 150 bar. A pressão de projeto do sistema deve ser, no mínimo, segundo a norma API 614:","165 bar","150 bar","180 bar","200 bar","A"
"Em um procedimento de flushing oil, qual é a exigência mínima final típica quando se utiliza óleo de sacrifício?","NAS 4","NAS 6","NAS 8","NAS 10","B"
"Qual é a folga mínima recomendada entre as linhas de sucção das bombas e as paredes do reservatório?","20 mm","30 mm","50 mm","100 mm","C"
"Qual é o caimento mínimo recomendado para o topo dos reservatórios de óleo?","1% (10 mm/m)","2% (20 mm/m)","3% (30 mm/m)","5% (50 mm/m)","A"
