"Qual é a principal função das vedações estáticas em bombas centrífugas?","Permitir a passagem controlada do fluido","Evitar vazamentos nas uniões fixas da carcaça","Lubrificar o eixo durante a operação","Absorver vibrações do conjunto","B"
"Qual tipo de vedação dinâmica é mais eficiente e confiável para bombas modernas que operam com fluidos perigosos?","Gaxetas","Anéis O","Selos mecânicos","Vedações labirinto","C"
"Qual o principal objetivo da lubrificação em mancais de rolamento?","Aumentar a temperatura de operação","Reduzir o atrito e o desgaste","Facilitar a contaminação por partículas","Diminuir a vida útil do equipamento","B"
"No método de lubrificação por banho de óleo, qual componente auxilia no arraste do óleo para o mancal?","Anel raspador","Anel de retenção","Anel bombeador","Anel de desgaste","C"
"Qual a finalidade do 'flushing' em selos mecânicos?","Aumentar a pressão na câmara de selagem","Refrigerar e lubrificar as faces do selo","Substituir o fluido de processo","Evitar a formação de película lubrificante","B"
"Em que tipo de equipamento é comumente aplicado o selo a gás seco (dry gas seal)?","Bombas centrífugas de baixa pressão","Compressores centrífugos","Mancais de rolamento","Sistemas de lubrificação por graxa","B"
"Qual componente do selo mecânico é fixo à carcaça da bomba e não gira com o eixo?","Anel rotativo","Sede estacionária","Mola helicoidal","Anel O","B"
"Para bombas de pequeno porte ou operação intermitente, qual lubrificante é normalmente recomendado?","Óleo sintético","Graxa","Água","Gás nitrogênio","B"
"Qual a principal função do sistema de quench em selos mecânicos?","Circular fluido refrigerante pelas faces","Lavar e diluir vazamentos no lado atmosférico","Pressurizar a câmara de selagem","Aumentar a viscosidade do fluido","B"
"Qual a vantagem principal do selo tipo cartucho?","Permite vazamento controlado","É mais barato que os demais","Vem pré-montado e testado, facilitando a instalação","Dispensa sistemas auxiliares","C"
"O que pode ocorrer se o flushing for insuficiente em um selo mecânico?","Aumento da vida útil do selo","Melhor lubrificação das faces","Superaquecimento e desgaste prematuro das faces","Redução da pressão na câmara","C"
"As vedações dinâmicas com contato radial, como gaxetas, compensam o desgaste movendo-se em qual direção?","Axialmente sobre o eixo","Radialmente sobre o eixo","Longitudinalmente ao fluxo","Transversalmente ao mancal","B"
"Qual é a principal diferença entre vedações estáticas e dinâmicas?","Estáticas vedam partes fixas; dinâmicas vedam partes com movimento relativo","Estáticas são usadas apenas em eixos; dinâmicas em flanges","Estáticas exigem lubrificação; dinâmicas não","Estáticas são sempre metálicas; dinâmicas são sempre elastoméricas","A"
"Nos mancais de deslizamento, a formação da película lubrificante depende principalmente de qual fator?","Cor do óleo","Viscosidade do óleo","Marca do lubrificante","Tamanho do reservatório","B"
"Qual a finalidade dos chanfros e ranhuras nos mancais de deslizamento?","Aumentar o atrito","Facilitar a distribuição do óleo","Reduzir a folga do mancal","Fixar o eixo","B"
"Qual método de lubrificação está sendo gradualmente substituído pela lubrificação por neblina de óleo?","Lubrificação por pistola de graxa","Lubrificação por banho de óleo","Lubrificação sólida","Lubrificação gasosa","B"
"O que indica a presença de líquido ao redor da área de vedação de um selo mecânico?","Operação normal e eficiente","Necessidade de mais lubrificante","Possível falha ou vazamento excessivo","Aumento da vida útil","C"
"Em que situação é mais indicado o uso de selo mecânico duplo?","Fluidos limpos e baixa pressão","Fluidos perigosos, tóxicos ou inflamáveis","Bombas de água fria","Baixa rotação","B"
"Qual a consequência da operação de uma bomba centrífuga com a válvula de sucção fechada?","Aumento da vazão","Melhor lubrificação do selo","Cavitação e possíveis danos ao selo","Redução da temperatura","C"
"Qual dos seguintes é um método de aplicação de graxa em rolamentos de bombas?","Sistema de circulação forçada","Anel de banho","Pistola conectada a um pino graxeiro","Neblina de óleo","C"
"O que é o 'anel de selagem' (face rotativa) em um selo mecânico?","Parte fixada à carcaça","Parte que gira com o eixo","Elemento de vedação secundária","Mola de compressão","B"
"Qual a principal característica do lubrificante que influencia na manutenção da película entre munhão e mancal?","Densidade","Viscosidade","Cor","Cheiro","B"
"Qual tipo de contaminação reduz drasticamente a vida útil do lubrificante e deve ser evitada?","Contaminação por água","Contaminação por ar","Contaminação por luz","Contaminação por som","A"
"Em qual plano de selagem a circulação do fluido é feita por um anel bombeador através de um trocador de calor?","Plano com injeção externa","Plano com orifício calibrado","Plano com circulação por anel de bombeio e trocador","Plano com câmara fechada","C"
"Qual a função das vedações secundárias (O'Rings, juntas) em um selo mecânico?","Vedação principal entre as faces","Vedação entre os componentes estáticos e rotativos","Lubrificação das faces","Refrigeração do conjunto","B"
"O que pode causar a polimerização do fluido de processo na região do selo mecânico?","Temperatura excessiva","Baixa pressão","Alta viscosidade","Presença de água","A"
"Como a cavitação afeta o selo mecânico?","Aumenta a lubrificação","Reduz a vibração","Causa vibração excessiva e danos ao eixo e selo","Melhora o alinhamento","C"
"Qual a diferença fundamental entre os selos tipo 'Pusher' e 'Fole'?","O tipo de material das faces","A forma como a vedação secundária compensa o desgaste","A pressão máxima suportada","O sentido de rotação","B"
"Por que os mancais de deslizamento de bombas centrífugas raramente são lubrificados a graxa?","A graxa é muito cara","A graxa não forma a cunha hidrodinâmica adequadamente","A graxa é inflamável","A graxa contamina o produto","B"
"O que é o índice de esbeltez em um eixo de bomba?","Relação entre diâmetro e peso","Relação entre comprimento e diâmetro","Relação entre potência e rotação","Relação entre vazão e pressão","B"
